ID_Candidato,Nombre,Año,Agrupacion,Categoria,Cargo,Electo
ALONSO DANIEL MARCELO,"ALONSO, MARCELO DANIEL",2010,Mas San Lorenzo,Asamblea,15,NO
ALONSO DANIEL MARCELO,"ALONSO, MARCELO DANIEL",2007,Proyecto Azulgrana,Comisión Directiva,,NO
ALONSO DANIEL MARCELO,"ALONSO, MARCELO DANIEL",2022,San Lorenzo Querido,Asamblea,,NO
AICHINO FERNANDO,"AICHINO, FERNANDO",2023,Boedo en Accion,Asamblea,54,SI
JUAN MANUEL PIESCO,"PIESCO, JUAN MANUEL",2023,Orden y Progreso,Asamblea,54,NO
FERNANDO JAIDA,"JAIDA, FERNANDO",2023,X Amor a San Lorenzo,Asamblea,54,NO
ARIEL GARGANO,"GARGANO, ARIEL",2023,Volver a San Lorenzo,Asamblea,54,NO
ARIEL GARGANO,"GARGANO, ARIEL",2022,Volver a San Lorenzo,Asamblea,,NO
NATALIA UBIEDO,"UBIEDO, NATALIA",2023,Boedo en Accion,Asamblea,55,SI
ARENILLAS PABLO,"ARENILLAS, PABLO",2023,Orden y Progreso,Asamblea,55,NO
ESTELA ZAPATA,"ZAPATA, ESTELA",2023,X Amor a San Lorenzo,Asamblea,55,NO
MICAELA TEVES,"TEVES, MICAELA",2023,Volver a San Lorenzo,Asamblea,55,NO
GARIBOTTO JUAN PABLO,"GARIBOTTO, JUAN PABLO",2023,Boedo en Accion,Asamblea,56,SI
BUZZANO LUCIA,"BUZZANO, LUCIA",2023,Orden y Progreso,Asamblea,56,NO
BUZZANO LUCIA,"BUZZANO, LUCIA",2022,Renovacion San Lorenzo,Asamblea,,NO
HECTOR MASSENA,"MASSENA, HECTOR",2023,X Amor a San Lorenzo,Asamblea,56,NO
HECTOR MASSENA,"MASSENA, HECTOR",2019,Cruzada por San Lorenzo,Asamblea,12,NO
HECTOR MASSENA,"MASSENA, HECTOR",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 14,NO
HECTOR MASSENA,"MASSENA, HECTOR",2022,Siempre San Lorenzo,Asamblea,,NO
JAVIER TORELLO,"TORELLO, JAVIER",2023,Volver a San Lorenzo,Asamblea,56,NO
POLLA RAUL,"POLLA, RAUL",2023,Boedo en Accion,Asamblea,57,SI
POLLA RAUL,"POLLA, RAUL",1989,Nuevo Rumbo Sanlorencista,Asamblea,19,NO
POLLA RAUL,"POLLA, RAUL",2022,Boedo en Accion,Asamblea,,NO
POLLA RAUL,"POLLA, RAUL",2007,Frente San Lorenzo,Fiscalizadora,,NO
DANIEL HECTOR TERRAGNO,"TERRAGNO, DANIEL HECTOR",2023,Orden y Progreso,Asamblea,57,NO
DANIEL HECTOR TERRAGNO,"TERRAGNO, DANIEL HECTOR",2010,Nuevo San Lorenzo,Asamblea,24,NO
DANIEL HECTOR TERRAGNO,"TERRAGNO, DANIEL HECTOR",2007,Frente San Lorenzo,Asamblea,15,SI
DANIEL HECTOR TERRAGNO,"TERRAGNO, DANIEL HECTOR",2022,Renovacion San Lorenzo,Asamblea,,NO
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",2023,X Amor a San Lorenzo,Asamblea,57,NO
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 4,NO
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",2019,Frente Pasion Azulgrana,Asamblea,64,NO
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",2004,Dignidad por San Lorenzo,Comisión Directiva,,NO
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",2022,Siempre San Lorenzo,Asamblea,,NO
PALMARES RAUL,"PALMARES, RAUL",2023,Volver a San Lorenzo,Asamblea,57,NO
PALMARES RAUL,"PALMARES, RAUL",2019,Volver a San Lorenzo,Asamblea,48,NO
PALMARES RAUL,"PALMARES, RAUL",2022,Volver a San Lorenzo,Asamblea,,NO
ADRIAN DUCRET,"DUCRET, ADRIAN",2023,Orden y Progreso,Asamblea,58,NO
ARIEL OLITE,"OLITE, ARIEL",2023,X Amor a San Lorenzo,Asamblea,58,NO
ARIEL OLITE,"OLITE, ARIEL",2022,Siempre San Lorenzo,Asamblea,,NO
PABLO RUEDA,"RUEDA, PABLO",2023,Volver a San Lorenzo,Asamblea,58,NO
PABLO RUEDA,"RUEDA, PABLO",2022,Volver a San Lorenzo,Asamblea,,NO
LEONARDO STOLL,"STOLL, LEONARDO",2023,Boedo en Accion,Asamblea,59,SI
FUSCO LEANDRO,"FUSCO, LEANDRO",2023,Orden y Progreso,Asamblea,59,NO
BRIAN PAZ,"PAZ, BRIAN",2023,X Amor a San Lorenzo,Asamblea,59,NO
LAFFITE MARIANO,"LAFFITE, MARIANO",2023,Volver a San Lorenzo,Asamblea,59,NO
LAFFITE MARIANO,"LAFFITE, MARIANO",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 3,NO
LAFFITE MARIANO,"LAFFITE, MARIANO",2022,Volver a San Lorenzo,Asamblea,,NO
CIRIZA LUDMILA,"CIRIZA, LUDMILA",2023,Orden y Progreso,Asamblea,60,NO
ALEJANDRA BARRATTO RITA,"BARRATTO, RITA ALEJANDRA",2023,X Amor a San Lorenzo,Asamblea,60,NO
ALEJANDRA BARRATTO RITA,"BARRATTO, RITA ALEJANDRA",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 18,NO
ALEJANDRA BARRATTO RITA,"BARRATTO, RITA ALEJANDRA",2022,Siempre San Lorenzo,Asamblea,,NO
CELESTE ELISSECHE,"ELISSECHE, CELESTE",2023,Volver a San Lorenzo,Asamblea,60,NO
GRANUCCI LUCAS,"GRANUCCI, LUCAS",2023,Boedo en Accion,Asamblea,61,NO
GRANUCCI LUCAS,"GRANUCCI, LUCAS",2022,Boedo en Accion,Asamblea,,NO
LAUREANO MOGGIA,"MOGGIA, LAUREANO",2023,Orden y Progreso,Asamblea,61,NO
ADRIAN CARLOS LOPEZ,"LOPEZ, CARLOS ADRIAN",2023,X Amor a San Lorenzo,Asamblea,61,NO
ADRIAN CARLOS LOPEZ,"LOPEZ, CARLOS ADRIAN",2022,San Lorenzo Querido,Asamblea,,NO
CESAR DIAZ,"DIAZ, CESAR",2023,Volver a San Lorenzo,Asamblea,61,NO
DIEGO TORREGROSA,"TORREGROSA, DIEGO",2023,Boedo en Accion,Asamblea,62,NO
FRANCISCO SCHIAVETTA,"SCHIAVETTA, FRANCISCO",2023,Orden y Progreso,Asamblea,62,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2023,X Amor a San Lorenzo,Asamblea,62,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2019,Cruzada por San Lorenzo,Asamblea,16,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2016,Cruzada por San Lorenzo,Asamblea,12,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2013,Cruzada por San Lorenzo,Asamblea,43,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2010,Cruzada por San Lorenzo,Asamblea,9,NO
ALFREDO ALVAREZ GUSTAVO,"ALVAREZ, GUSTAVO ALFREDO",2022,Siempre San Lorenzo,Asamblea,,NO
ALBERTO LUIS RODRIGUEZ,"RODRIGUEZ, LUIS ALBERTO",2023,Volver a San Lorenzo,Asamblea,62,NO
EDUARDO RITACCO,"RITACCO, EDUARDO",2023,Boedo en Accion,Asamblea,63,NO
EDUARDO RITACCO,"RITACCO, EDUARDO",2019,Frente Pasion Azulgrana,Asamblea,16,NO
EDUARDO RITACCO,"RITACCO, EDUARDO",2016,Volver a San Lorenzo,Asamblea,5,NO
EDUARDO RITACCO,"RITACCO, EDUARDO",2013,Volver a San Lorenzo,Asamblea,10,NO
EDUARDO RITACCO,"RITACCO, EDUARDO",2022,Boedo en Accion,Asamblea,,NO
FACUNDO MENENDEZ,"MENENDEZ, FACUNDO",2023,Orden y Progreso,Asamblea,63,NO
FACUNDO MENENDEZ,"MENENDEZ, FACUNDO",2022,Renovacion San Lorenzo,Asamblea,,NO
EMANUEL IBANEZ MATIAS,"IBAÑEZ, MATIAS EMANUEL",2023,X Amor a San Lorenzo,Asamblea,63,NO
EMANUEL IBANEZ MATIAS,"IBAÑEZ, MATIAS EMANUEL",2019,San Lorenzo Siglo XXI,Asamblea,87,NO
EMANUEL IBANEZ MATIAS,"IBAÑEZ, MATIAS EMANUEL",2013,San Lorenzo Siglo XXI,Asamblea,58,NO
JULIAN SAYAGO SUEIRO,"SUEIRO SAYAGO, JULIAN",2023,Volver a San Lorenzo,Asamblea,63,NO
JULIAN SAYAGO SUEIRO,"SUEIRO SAYAGO, JULIAN",2022,Volver a San Lorenzo,Asamblea,,NO
FACUNDO KAPROW LANCIONI,"LANCIONI KAPROW, FACUNDO",2023,Boedo en Accion,Asamblea,64,NO
FACUNDO KAPROW LANCIONI,"LANCIONI KAPROW, FACUNDO",2022,Boedo en Accion,Asamblea,,NO
ANTONIO JOSE PRADO,"PRADO, JOSE ANTONIO",2023,Orden y Progreso,Asamblea,64,NO
ANTONIO JOSE PRADO,"PRADO, JOSE ANTONIO",2022,Renovacion San Lorenzo,Asamblea,,NO
ADRIAN MARCELO PARRA,"PARRA, MARCELO ADRIAN",2023,X Amor a San Lorenzo,Asamblea,64,NO
ADRIAN MARCELO PARRA,"PARRA, MARCELO ADRIAN",2019,Cruzada por San Lorenzo,Asamblea,8,NO
ADRIAN MARCELO PARRA,"PARRA, MARCELO ADRIAN",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 15,NO
ADRIAN MARCELO PARRA,"PARRA, MARCELO ADRIAN",2022,Siempre San Lorenzo,Asamblea,,NO
EMILIANO VALLECILLO,"VALLECILLO, EMILIANO",2023,Volver a San Lorenzo,Asamblea,64,NO
CAMBAS VALERIA,"CAMBAS, VALERIA",2023,Boedo en Accion,Asamblea,65,NO
CAMBAS VALERIA,"CAMBAS, VALERIA",2022,Siempre San Lorenzo,Asamblea,,NO
BENITEZ FABRIZIO MIERES,"MIERES BENITEZ, FABRIZIO",2023,Orden y Progreso,Asamblea,65,NO
BENITEZ FABRIZIO MIERES,"MIERES BENITEZ, FABRIZIO",2022,Renovacion San Lorenzo,Asamblea,,NO
ARDETI GLORIA,"ARDETI, GLORIA",2023,X Amor a San Lorenzo,Asamblea,65,NO
RUTH SANTELLI,"SANTELLI, RUTH",2023,Volver a San Lorenzo,Asamblea,65,NO
FERREYRO GABRIEL,"FERREYRO, GABRIEL",2023,Boedo en Accion,Asamblea,66,NO
FERREYRO GABRIEL,"FERREYRO, GABRIEL",2022,Boedo en Accion,Asamblea,,NO
DE DELIA LICCIARDELLO RUIZ,"LICCIARDELLO DE RUIZ, DELIA",2023,Orden y Progreso,Asamblea,66,NO
DIEGO MARCHIONNI,"MARCHIONNI, DIEGO",2023,X Amor a San Lorenzo,Asamblea,66,NO
PEREYRA RAMOS,"PEREYRA, RAMOS",2023,Volver a San Lorenzo,Asamblea,66,NO
ARMANDO DIEGO VERA,"VERA, DIEGO ARMANDO",2023,Boedo en Accion,Asamblea,67,NO
ARMANDO DIEGO VERA,"VERA, DIEGO ARMANDO",2022,Boedo en Accion,Asamblea,,NO
MIGUEL ORLANDO SACHITELLA,"SACHITELLA, MIGUEL ORLANDO",2023,Orden y Progreso,Asamblea,67,NO
ALBERTO CARLOS VAZQUEZ,"VAZQUEZ, CARLOS ALBERTO",2023,X Amor a San Lorenzo,Asamblea,67,NO
IZUEL MARTIN,"IZUEL, MARTIN",2023,Volver a San Lorenzo,Asamblea,67,NO
IZUEL MARTIN,"IZUEL, MARTIN",2022,Volver a San Lorenzo,Asamblea,,NO
FERNANDO SPOSARO,"SPOSARO, FERNANDO",2023,Boedo en Accion,Asamblea,68,NO
ALEJANDRO CARUSO SANTIAGO,"CARUSO, SANTIAGO ALEJANDRO",2023,Orden y Progreso,Asamblea,68,NO
BARBIERI CARLOS JUAN,"BARBIERI, JUAN CARLOS",2023,X Amor a San Lorenzo,Asamblea,68,NO
BARBIERI CARLOS JUAN,"BARBIERI, JUAN CARLOS",2019,Frente Pasion Azulgrana,Asamblea,53,NO
BARBIERI CARLOS JUAN,"BARBIERI, JUAN CARLOS",2022,Siempre San Lorenzo,Asamblea,,NO
ALBERTO SAPIA,"SAPIA, ALBERTO",2023,Volver a San Lorenzo,Asamblea,68,NO
ALBERTO SAPIA,"SAPIA, ALBERTO",2019,Volver a San Lorenzo,Asamblea,39,NO
ALBERTO SAPIA,"SAPIA, ALBERTO",2022,Volver a San Lorenzo,Asamblea,,NO
LONGO OSCAR,"LONGO, OSCAR",2023,Boedo en Accion,Asamblea,69,NO
LONGO OSCAR,"LONGO, OSCAR",2013,San Lorenzo Siglo XXI,Asamblea,54,NO
LONGO OSCAR,"LONGO, OSCAR",2022,Boedo en Accion,Asamblea,,NO
RUBEN VILLALBA,"VILLALBA, RUBEN",2023,Orden y Progreso,Asamblea,69,NO
MARIANO SALVATORI,"SALVATORI, MARIANO",2023,X Amor a San Lorenzo,Asamblea,69,NO
MARIANO SALVATORI,"SALVATORI, MARIANO",2022,San Lorenzo Querido,Asamblea,,NO
MAURO SANTONO,"SANTONO, MAURO",2023,Volver a San Lorenzo,Asamblea,69,NO
CELESTE CUELLAS,"CUELLAS, CELESTE",2023,Boedo en Accion,Asamblea,70,NO
MARTIN RUIZ,"RUIZ, MARTIN",2023,Orden y Progreso,Asamblea,70,NO
NELIDA VOLLARO,"VOLLARO, NELIDA",2023,X Amor a San Lorenzo,Asamblea,70,NO
ARAUJO NUNEZ YAEL,"NUÑEZ, ARAUJO YAEL",2023,Volver a San Lorenzo,Asamblea,70,NO
GIOIA MARTIN,"GIOIA, MARTIN",2023,Boedo en Accion,Asamblea,71,NO
GIOIA MARTIN,"GIOIA, MARTIN",2022,Boedo en Accion,Asamblea,,NO
DIEGO FLEITAS,"FLEITAS, DIEGO",2023,Orden y Progreso,Asamblea,71,NO
ALBARRACIN MONTIEL PATRICIO,"MONTIEL ALBARRACIN, PATRICIO",2023,X Amor a San Lorenzo,Asamblea,71,NO
LEONARDO SZENDREI,"SZENDREI, LEONARDO",2023,Volver a San Lorenzo,Asamblea,71,NO
LEONARDO SZENDREI,"SZENDREI, LEONARDO",2019,Volver a San Lorenzo,Asamblea,65,NO
LEONARDO SZENDREI,"SZENDREI, LEONARDO",2022,Volver a San Lorenzo,Asamblea,,NO
ALBERTO DIAZ JOSE,"DIAZ, JOSE ALBERTO",2023,Boedo en Accion,Asamblea,72,NO
ALBERTO DIAZ JOSE,"DIAZ, JOSE ALBERTO",2010,Boedo en Accion,Comisión Directiva,,NO
ALBERTO DIAZ JOSE,"DIAZ, JOSE ALBERTO",2022,Boedo en Accion,Asamblea,,NO
ESTELA FURCI MARIA,"FURCI, MARIA ESTELA",2023,Orden y Progreso,Asamblea,72,NO
ESTELA FURCI MARIA,"FURCI, MARIA ESTELA",2022,Renovacion San Lorenzo,Asamblea,,NO
DI JUAN MANUEL PAOLA,"DI PAOLA, JUAN MANUEL",2023,X Amor a San Lorenzo,Asamblea,72,NO
HECTOR STORTINI,"STORTINI, HECTOR",2023,Volver a San Lorenzo,Asamblea,72,NO
HECTOR STORTINI,"STORTINI, HECTOR",2022,Volver a San Lorenzo,Asamblea,,NO
ORCIOULI TOBIAS,"ORCIOULI, TOBIAS",2023,Boedo en Accion,Asamblea,73,NO
FRANCISCO NAVARRO,"NAVARRO, FRANCISCO",2023,Orden y Progreso,Asamblea,73,NO
FRANCISCO NAVARRO,"NAVARRO, FRANCISCO",2022,Renovacion San Lorenzo,Asamblea,,NO
ELIAS GUSTAVO,"ELIAS, GUSTAVO",2023,X Amor a San Lorenzo,Asamblea,73,NO
ELIAS GUSTAVO,"ELIAS, GUSTAVO",2022,Siempre San Lorenzo,Asamblea,,NO
IGNACIO RATTO,"RATTO, IGNACIO",2023,Volver a San Lorenzo,Asamblea,73,NO
IGNACIO RATTO,"RATTO, IGNACIO",2019,Volver a San Lorenzo,Asamblea,73,NO
IGNACIO RATTO,"RATTO, IGNACIO",2022,Volver a San Lorenzo,Asamblea,,NO
CASERTA GARCIA JUAN PABLO,"GARCIA CASERTA, JUAN PABLO",2023,Boedo en Accion,Asamblea,74,NO
CARDELLI DANIEL,"CARDELLI, DANIEL",2023,Orden y Progreso,Asamblea,74,NO
CARDELLI DANIEL,"CARDELLI, DANIEL",2022,Renovacion San Lorenzo,Asamblea,,NO
JULIO LAVANDA,"LAVANDA, JULIO",2023,X Amor a San Lorenzo,Asamblea,74,NO
FEDERICO RATTO,"RATTO, FEDERICO",2023,Volver a San Lorenzo,Asamblea,74,NO
FEDERICO RATTO,"RATTO, FEDERICO",2022,Volver a San Lorenzo,Asamblea,,NO
DE MELINA VITO,"DE VITO, MELINA",2023,Boedo en Accion,Asamblea,75,NO
MARTIN NOSENZO,"NOSENZO, MARTIN",2023,Orden y Progreso,Asamblea,75,NO
BRIGGS JUAN MANUEL,"BRIGGS, JUAN MANUEL",2023,X Amor a San Lorenzo,Asamblea,75,NO
BRIGGS JUAN MANUEL,"BRIGGS, JUAN MANUEL",2010,Vamos San Lorenzo,Asamblea,50,NO
MAIORANO MARINA,"MAIORANO, MARINA",2023,Volver a San Lorenzo,Asamblea,75,NO
MAIORANO MARINA,"MAIORANO, MARINA",2019,Volver a San Lorenzo,Asamblea,79,NO
MAIORANO MARINA,"MAIORANO, MARINA",2022,Renovacion San Lorenzo,Fiscalizadora,,NO
NORBERTO PISTOIA,"PISTOIA, NORBERTO",2023,Boedo en Accion,Asamblea,76,NO
LEONARDO ROLDAN,"ROLDAN, LEONARDO",2023,Orden y Progreso,Asamblea,76,NO
TARELLI VANINA,"TARELLI, VANINA",2023,X Amor a San Lorenzo,Asamblea,76,NO
BANULS EMANUEL,"BAÑULS, EMANUEL",2023,Volver a San Lorenzo,Asamblea,76,NO
BANULS EMANUEL,"BAÑULS, EMANUEL",2019,Volver a San Lorenzo,Asamblea,20,NO
BANULS EMANUEL,"BAÑULS, EMANUEL",2022,Volver a San Lorenzo,Asamblea,,NO
NESTOR TORADELLI,"TORADELLI, NESTOR",2023,Boedo en Accion,Asamblea,77,NO
NESTOR TORADELLI,"TORADELLI, NESTOR",2022,Boedo en Accion,Asamblea,,NO
MARIN MATIAS,"MARIN, MATIAS",2023,Orden y Progreso,Asamblea,77,NO
DE GUSTAVO ROSA,"DE ROSA, GUSTAVO",2023,X Amor a San Lorenzo,Asamblea,77,NO
DE GUSTAVO ROSA,"DE ROSA, GUSTAVO",2019,San Lorenzo Siglo XXI,Asamblea,71,SI
CLAUDIO IBARROLA,"IBARROLA, CLAUDIO",2023,Volver a San Lorenzo,Asamblea,77,NO
DIEGO SACO,"SACO, DIEGO",2023,Boedo en Accion,Asamblea,78,NO
DIEGO SACO,"SACO, DIEGO",2022,Boedo en Accion,Asamblea,,NO
DIEGO GASTON WELEDNIGER,"WELEDNIGER, DIEGO GASTON",2023,Orden y Progreso,Asamblea,78,NO
ARDETTI GONZALO VAZQUEZ,"VAZQUEZ ARDETTI, GONZALO",2023,X Amor a San Lorenzo,Asamblea,78,NO
ENRIQUE RAVAZANO,"RAVAZANO, ENRIQUE",2023,Volver a San Lorenzo,Asamblea,78,NO
ENRIQUE RAVAZANO,"RAVAZANO, ENRIQUE",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 16,NO
ENRIQUE RAVAZANO,"RAVAZANO, ENRIQUE",2022,Volver a San Lorenzo,Asamblea,,NO
DIZ FERNANDO,"DIZ, FERNANDO",2023,Boedo en Accion,Asamblea,79,NO
DIZ FERNANDO,"DIZ, FERNANDO",2022,Boedo en Accion,Asamblea,,NO
JOAQUIN MENENDEZ,"MENENDEZ, JOAQUIN",2023,Orden y Progreso,Asamblea,79,NO
JOAQUIN MENENDEZ,"MENENDEZ, JOAQUIN",2022,Renovacion San Lorenzo,Asamblea,,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2023,X Amor a San Lorenzo,Asamblea,79,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2019,Cruzada por San Lorenzo,Asamblea,13,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2016,Cruzada por San Lorenzo,Asamblea,10,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2013,Cruzada por San Lorenzo,Comisión Directiva,Vocal 17,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2012 (EXTRAORDINARIA),Cruzada por San Lorenzo,Comisión Directiva,,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2010,Cruzada por San Lorenzo,Comisión Directiva,,NO
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",2022,Siempre San Lorenzo,Asamblea,,NO
JOAQUIN LOPEZ SANTIAGO,"LOPEZ, JOAQUIN SANTIAGO",2023,Volver a San Lorenzo,Asamblea,79,NO
JOAQUIN LOPEZ SANTIAGO,"LOPEZ, JOAQUIN SANTIAGO",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 12,NO
JOAQUIN LOPEZ SANTIAGO,"LOPEZ, JOAQUIN SANTIAGO",2022,Volver a San Lorenzo,Asamblea,,NO
JOAQUIN LOPEZ SANTIAGO,"LOPEZ, JOAQUIN SANTIAGO",2019,Volver a San Lorenzo,Fiscalizadora,,NO
MAGALI SPINA,"SPINA, MAGALI",2023,Boedo en Accion,Asamblea,80,NO
MAGALI SPINA,"SPINA, MAGALI",2022,Boedo en Accion,Asamblea,,NO
CLAUDIO DE FUENTE LA,"DE LA FUENTE, CLAUDIO",2023,Orden y Progreso,Asamblea,80,NO
CLAUDIO DE FUENTE LA,"DE LA FUENTE, CLAUDIO",2022,Renovacion San Lorenzo,Asamblea,,NO
GUDINO SOLEDAD,"GUDIÑO, SOLEDAD",2023,X Amor a San Lorenzo,Asamblea,80,NO
CASTRO MARIA,"CASTRO, MARIA",2023,Volver a San Lorenzo,Asamblea,80,NO
HECTOR SALGADO,"SALGADO, HECTOR",2023,Boedo en Accion,Asamblea,81,NO
HECTOR SALGADO,"SALGADO, HECTOR",2022,Boedo en Accion,Asamblea,,NO
BUZZANO CAMILA,"BUZZANO, CAMILA",2023,Orden y Progreso,Asamblea,81,NO
BUZZANO CAMILA,"BUZZANO, CAMILA",2022,Renovacion San Lorenzo,Asamblea,,NO
HORACIO MUNOZ,"MUÑOZ, HORACIO",2023,X Amor a San Lorenzo,Asamblea,81,NO
GUSTAVO PIROLO,"PIROLO, GUSTAVO",2023,Volver a San Lorenzo,Asamblea,81,NO
GUSTAVO PIROLO,"PIROLO, GUSTAVO",2022,Volver a San Lorenzo,Asamblea,,NO
BATTIPAGLIA LEONARDO,"BATTIPAGLIA, LEONARDO",2023,Boedo en Accion,Asamblea,82,NO
FIGUEROA PATRICIA,"FIGUEROA, PATRICIA",2023,Orden y Progreso,Asamblea,82,NO
CONTRERAS MIGUEL,"CONTRERAS, MIGUEL",2023,X Amor a San Lorenzo,Asamblea,82,NO
ARIEL MEDOLLA,"MEDOLLA, ARIEL",2023,Volver a San Lorenzo,Asamblea,82,NO
LUIS PABLO PERGOLANI,"PERGOLANI, PABLO LUIS",2023,Boedo en Accion,Asamblea,83,NO
LUIS PABLO PERGOLANI,"PERGOLANI, PABLO LUIS",2022,Boedo en Accion,Asamblea,,NO
RODRIGUEZ VIVIANA,"RODRIGUEZ, VIVIANA",2023,Orden y Progreso,Asamblea,83,NO
RODRIGUEZ VIVIANA,"RODRIGUEZ, VIVIANA",2022,Renovacion San Lorenzo,Asamblea,,NO
BRIGGS THIAGO,"BRIGGS, THIAGO",2023,X Amor a San Lorenzo,Asamblea,83,NO
ALBERTO FONTANELLA,"FONTANELLA, ALBERTO",2023,Volver a San Lorenzo,Asamblea,83,NO
ALBERTO FONTANELLA,"FONTANELLA, ALBERTO",2022,Volver a San Lorenzo,Asamblea,,NO
LEANDRO PAEZ,"PAEZ, LEANDRO",2023,Boedo en Accion,Asamblea,84,NO
FLORES GONZALEZ YAGO,"GONZALEZ FLORES, YAGO",2023,Orden y Progreso,Asamblea,84,NO
GABRIEL SESTA,"SESTA, GABRIEL",2023,X Amor a San Lorenzo,Asamblea,84,NO
JOSE LUIS SASTRE,"SASTRE, JOSE LUIS",2023,Volver a San Lorenzo,Asamblea,84,NO
JOSE LUIS SASTRE,"SASTRE, JOSE LUIS",2019,Volver a San Lorenzo,Asamblea,38,NO
JOSE LUIS SASTRE,"SASTRE, JOSE LUIS",2013,Volver a San Lorenzo,Asamblea,28,NO
JOSE LUIS SASTRE,"SASTRE, JOSE LUIS",2022,Volver a San Lorenzo,Asamblea,,NO
AVELLA MYRIAM,"AVELLA, MYRIAM",2023,Boedo en Accion,Asamblea,85,NO
AVELLA MYRIAM,"AVELLA, MYRIAM",2022,Boedo en Accion,Asamblea,,NO
GRECO LUCIANO,"GRECO, LUCIANO",2023,Orden y Progreso,Asamblea,85,NO
GUSTAVO TREZZA,"TREZZA, GUSTAVO",2023,X Amor a San Lorenzo,Asamblea,85,NO
GUSTAVO TREZZA,"TREZZA, GUSTAVO",2016,Cruzada por San Lorenzo,Asamblea,29,NO
GUSTAVO TREZZA,"TREZZA, GUSTAVO",2022,Siempre San Lorenzo,Asamblea,,NO
FONTANELLA MALENA,"FONTANELLA, MALENA",2023,Volver a San Lorenzo,Asamblea,85,NO
FONTANELLA MALENA,"FONTANELLA, MALENA",2022,Volver a San Lorenzo,Asamblea,,NO
ALEJANDRO SKREPNIK,"SKREPNIK, ALEJANDRO",2023,Boedo en Accion,Asamblea,86,NO
DERQUI SANTIAGO,"DERQUI, SANTIAGO",2023,Orden y Progreso,Asamblea,86,NO
RICARTE SARA SEGOVIA,"RICARTE SEGOVIA, SARA",2023,X Amor a San Lorenzo,Asamblea,86,NO
BONANNO PABLO,"BONANNO, PABLO",2023,Volver a San Lorenzo,Asamblea,86,NO
BONANNO PABLO,"BONANNO, PABLO",2019,Volver a San Lorenzo,Asamblea,31,NO
BONANNO PABLO,"BONANNO, PABLO",2013,Volver a San Lorenzo,Asamblea,,NO
DRAGONETTI RICARDO,"DRAGONETTI, RICARDO",2023,Boedo en Accion,Asamblea,87,NO
DOMINGUEZ GONZALO,"DOMINGUEZ, GONZALO",2023,Orden y Progreso,Asamblea,87,NO
DOMINGUEZ GONZALO,"DOMINGUEZ, GONZALO",2022,Renovacion San Lorenzo,Asamblea,,NO
MARIANO ROMERO,"ROMERO, MARIANO",2023,X Amor a San Lorenzo,Asamblea,87,NO
OSUNA RAFAEL,"OSUNA, RAFAEL",2023,Volver a San Lorenzo,Asamblea,87,NO
OSUNA RAFAEL,"OSUNA, RAFAEL",2019,Volver a San Lorenzo,Asamblea,17,NO
OSUNA RAFAEL,"OSUNA, RAFAEL",2022,Volver a San Lorenzo,Asamblea,,NO
APUD HIGONET MARIO,"APUD HIGONET, MARIO",2023,Boedo en Accion,Asamblea,88,NO
DORSA FRANCO,"DORSA, FRANCO",2023,Orden y Progreso,Asamblea,88,NO
FRANCISCO GUERENDIAIN,"GUERENDIAIN, FRANCISCO",2023,X Amor a San Lorenzo,Asamblea,88,NO
PAPACENA RUBEN,"PAPACENA, RUBEN",2023,Volver a San Lorenzo,Asamblea,88,NO
PAPACENA RUBEN,"PAPACENA, RUBEN",2022,Volver a San Lorenzo,Fiscalizadora,,NO
MARTIN PIPARUOLO,"PIPARUOLO, MARTIN",2023,Boedo en Accion,Asamblea,89,NO
